,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
227431,movie,Harmony,2015,119,"Animation,Sci-Fi,Thriller",0.28175404416173017
235193,movie,Under Electric Clouds,2015,138,"Drama,Sci-Fi",0.2817363487480493
235857,movie,The Phoenix Incident,2015,81,"Mystery,Sci-Fi,Thriller",0.28172661077191063
43781,movie,The Children,1980,93,"Horror,Sci-Fi",0.28165730186691185
58418,movie,"Wax, or the Discovery of Television Among the Bees",1991,85,"Documentary,Drama,Sci-Fi",0.28164701416259497
50104,movie,Hands of Steel,1986,94,"Action,Sci-Fi",0.28163133948141783
261153,movie,Sin fin,2018,96,"Drama,Romance,Sci-Fi",0.2815418226055956
158631,movie,Dans une galaxie près de chez vous 2,2008,100,"Comedy,Sci-Fi",0.2814412254298657
56908,movie,Suburban Commando,1991,90,"Action,Comedy,Sci-Fi",0.2813749009606159
153710,movie,E noi come stronzi rimanemmo a guardare,2021,108,"Comedy,Drama,Sci-Fi",0.28133436677062335
129819,movie,The Bottled Fools,2004,96,"Horror,Sci-Fi",0.2811678525682096
173277,movie,The Sacred Spirit,2021,97,"Comedy,Drama,Sci-Fi",0.2811606267791991
277632,movie,iSmart Shankar,2019,140,"Action,Crime,Sci-Fi",0.2806202978237777
139163,movie,Nuit noire,2005,90,"Drama,Mystery,Sci-Fi",0.28047561528421894
35768,movie,Schlock,1973,80,"Comedy,Horror,Sci-Fi",0.28047403077880145
30086,movie,Frankenstein vs. Baragon,1965,90,"Horror,Sci-Fi,Thriller",0.2803307434690004
134727,movie,Eri Eri rema sabakutani,2005,107,"Drama,Music,Sci-Fi",0.28024974084271953
29507,movie,The Misadventures of Merlin Jones,1964,91,"Comedy,Family,Sci-Fi",0.28022866628397036
99617,movie,Cosmic Journey,1936,70,Sci-Fi,0.280228423691914
26736,movie,Atlantis: The Lost Continent,1961,90,"Adventure,Sci-Fi",0.28009408315223056
56087,movie,Critters 3,1991,86,"Comedy,Horror,Sci-Fi",0.27997211349774076
183057,movie,MGS: Philanthropy,2009,69,"Action,Adventure,Sci-Fi",0.2798521575794632
54369,movie,"Spirits of the Air, Gremlins of the Clouds",1987,96,"Adventure,Sci-Fi",0.27984451930764304
48680,movie,Baby: Secret of the Lost Legend,1985,95,"Adventure,Family,Sci-Fi",0.27983830173360547
51060,movie,The Curse,1987,92,"Horror,Sci-Fi",0.2797965367737865
29995,movie,Gamera: The Giant Monster,1965,78,"Action,Horror,Sci-Fi",0.279660450712485
156096,movie,Radio Free Albemuth,2010,111,"Drama,Sci-Fi",0.27901051540574984
21884,movie,Conquest of Space,1955,81,Sci-Fi,0.2789814253210167
59874,movie,Heroic Trio 2: Executioners,1993,101,"Action,Sci-Fi,Thriller",0.27896890493350956
227780,movie,Plastic Galaxy: The Story of Star Wars Toys,2014,67,"Documentary,History,Sci-Fi",0.27888310073086586
277792,movie,Code Geass: Lelouch of the Rebellion II - Transgression,2018,132,"Action,Animation,Sci-Fi",0.27883381071307817
136652,movie,Hvordan vi slipper af med de andre,2007,94,"Comedy,Drama,Sci-Fi",0.2787483605995914
24903,movie,Plan 9 from Outer Space,1957,79,"Horror,Sci-Fi",0.2786951720024161
112842,movie,Anatomy 2,2003,101,"Horror,Sci-Fi,Thriller",0.2785684509659465
160766,movie,Deep Blue Sea 3,2020,100,"Action,Horror,Sci-Fi",0.278500852421278
33488,movie,The Gladiators,1969,102,"Drama,Sci-Fi",0.2784957954344124
231398,movie,Plague,2014,89,"Drama,Horror,Sci-Fi",0.2784508301774516
212339,movie,Alien Outpost,2014,92,"Action,Sci-Fi,Thriller",0.27834448352859026
213291,movie,Identicals,2015,100,"Sci-Fi,Thriller",0.2782725056112198
45059,movie,Hell of the Living Dead,1980,99,"Horror,Sci-Fi,Thriller",0.2781790513522919
276505,movie,Alpha Rift,2021,94,"Action,Fantasy,Sci-Fi",0.27798973691589246
24942,movie,Doroga k zvezdam,1957,52,"Biography,Sci-Fi",0.27788051295218935
229480,movie,400 Days,2015,91,"Mystery,Sci-Fi,Thriller",0.2777270121737065
200762,movie,The End,2012,88,"Drama,Sci-Fi,Thriller",0.27763441345215584
139921,movie,Dr. Plonk,2007,85,"Action,Comedy,Sci-Fi",0.2776091628461917
159783,movie,Superdeep,2020,115,"Horror,Sci-Fi,Thriller",0.27759364916257645
159360,movie,Tetsuo: The Bullet Man,2009,71,"Action,Horror,Sci-Fi",0.2774314230691804
89647,movie,Ultraman,1968,79,"Action,Sci-Fi,Thriller",0.27738836460082267
193505,movie,Travelling Salesman,2012,80,"Drama,Mystery,Sci-Fi",0.277381985263203
203736,movie,Robot Overlords,2014,90,"Action,Adventure,Sci-Fi",0.27721534558926403
29311,movie,The Flesh Eaters,1964,87,"Horror,Sci-Fi",0.2771866682634406
186602,movie,One Day,2010,93,"Drama,Romance,Sci-Fi",0.2770686141204483
52232,movie,The Brain,1988,94,"Horror,Sci-Fi",0.277065335503898
163615,movie,Judas Kiss,2011,94,"Drama,Romance,Sci-Fi",0.2770034934100383
52815,movie,The Nest,1987,89,"Horror,Sci-Fi",0.27693054889595053
175309,movie,"Eureka Seven - good night, sleep tight, young lovers",2009,110,"Action,Animation,Sci-Fi",0.2769260479111357
172795,movie,The Door Into Summer,2021,118,Sci-Fi,0.2768532991049672
258754,movie,Crazy Alien,2019,116,"Comedy,Sci-Fi",0.27676450917242296
107284,movie,Mercano the Martian,2002,87,"Animation,Comedy,Sci-Fi",0.2764295966627135
136030,movie,Doomsday: The Sinking of Japan,2006,135,"Adventure,Drama,Sci-Fi",0.2763811339643194
173142,movie,RoboGeisha,2009,102,"Action,Comedy,Sci-Fi",0.2763724645330031
135234,movie,Hinokio,2005,111,"Drama,Sci-Fi",0.27630824047925095
24222,movie,The Vampire,1957,75,"Horror,Sci-Fi,Thriller",0.2762988214426405
222852,movie,Creative Control,2015,97,"Drama,Sci-Fi",0.27627920473651935
53319,movie,Zombie 3,1988,95,"Action,Horror,Sci-Fi",0.2762150969335032
231795,movie,Only,2019,98,"Drama,Romance,Sci-Fi",0.27621224407004236
36990,movie,Z.P.G.,1972,97,"Sci-Fi,Thriller",0.27612144534849853
225879,movie,Embers,2015,85,"Drama,Mystery,Sci-Fi",0.2760835662964315
55320,movie,Mindwarp,1991,91,"Horror,Sci-Fi,Thriller",0.2760000544345414
225590,movie,Vice,2015,96,"Action,Sci-Fi,Thriller",0.2759825397034747
215032,movie,Ku! Kin-dza-dza,2013,96,"Animation,Comedy,Sci-Fi",0.2757396426242717
225898,movie,The Midnight After,2014,124,"Comedy,Mystery,Sci-Fi",0.2757383682406006
56973,movie,Trancers II,1991,88,"Action,Horror,Sci-Fi",0.27553999490375364
272126,movie,Zone 414,2021,98,"Sci-Fi,Thriller",0.2752882870272909
24430,movie,The Colossus of New York,1958,70,"Horror,Sci-Fi",0.275213310748616
223914,movie,Code Geass: Akito the Exiled 4 - From the Memories of Hatred,2015,60,"Action,Animation,Sci-Fi",0.27496245715080264
64579,movie,The Avengers,1998,89,"Action,Adventure,Sci-Fi",0.27492230537891493
144040,movie,Bubble Fiction: Boom or Bust,2007,116,"Comedy,Sci-Fi",0.27485309259337515
55922,movie,Arena,1989,115,"Action,Adventure,Sci-Fi",0.27475818328871754
58301,movie,Timebomb,1991,96,"Action,Drama,Sci-Fi",0.27460363250002817
93608,movie,964 Pinocchio,1991,97,"Horror,Sci-Fi",0.27456361026905896
7739,movie,Transatlantic Tunnel,1935,94,"Drama,Sci-Fi",0.27453110204026865
39012,movie,Bug,1975,99,"Horror,Mystery,Sci-Fi",0.2744986768140536
227287,movie,The Diabolical,2015,86,"Horror,Sci-Fi",0.2744609572925232
231347,movie,The Call Up,2016,90,"Action,Sci-Fi,Thriller",0.2744348076042702
267806,movie,Butt Boy,2019,99,"Crime,Sci-Fi,Thriller",0.27442437937265063
239838,movie,Astral,2018,83,"Drama,Horror,Sci-Fi",0.2743637863158421
43367,movie,Quintet,1979,118,"Drama,Mystery,Sci-Fi",0.2743512762094171
223913,movie,Code Geass: Akito the Exiled 3 - The Brightness Falls,2015,60,"Action,Animation,Sci-Fi",0.2741166815229947
238052,movie,2036 Origin Unknown,2018,94,"Action,Sci-Fi,Thriller",0.2738095313343408
207360,movie,Real,2013,127,"Drama,Sci-Fi",0.27380361448161417
233018,movie,Frankenstein,2015,89,"Horror,Sci-Fi,Thriller",0.27366164228481493
259300,movie,James vs. His Future Self,2019,94,"Comedy,Drama,Sci-Fi",0.2735894984498257
233951,movie,Interstelar,2014,48,"Comedy,Horror,Sci-Fi",0.27323601083236343
146079,movie,Dead Air,2009,90,"Horror,Sci-Fi,Thriller",0.27311149629369097
27658,movie,The Creation of the Humanoids,1962,75,Sci-Fi,0.2729714104073086
32328,movie,The Ambushers,1967,102,"Action,Comedy,Sci-Fi",0.272852660489375
224388,movie,Harbinger Down,2015,82,"Horror,Sci-Fi",0.27280101980585786
215105,movie,Thermae Romae II,2014,112,"Comedy,Fantasy,Sci-Fi",0.27279618216249774
42113,movie,It Lives Again,1978,91,"Horror,Sci-Fi",0.27277878899895314
196828,movie,Awaken,2012,95,"Drama,Romance,Sci-Fi",0.27264946111839955
145163,movie,Zombie Strippers!,2008,94,"Comedy,Horror,Sci-Fi",0.2725304270564156
184032,movie,Bloodwork,2012,96,"Horror,Sci-Fi,Thriller",0.2725195260889904
30274,movie,The Monkey's Uncle,1965,91,"Comedy,Family,Sci-Fi",0.2725162066482309
36329,movie,Flesh Gordon,1974,78,"Comedy,Sci-Fi",0.27233357821982823
229421,movie,Jack's Apocalypse,2015,80,"Fantasy,Sci-Fi,Thriller",0.2722901221514009
229481,movie,Pandemic,2016,91,"Action,Horror,Sci-Fi",0.27222264845716804
274475,movie,Agent Revelation,2021,86,"Action,Sci-Fi,Thriller",0.2719435669588017
181488,movie,Area 51,2015,91,"Horror,Mystery,Sci-Fi",0.2719285481731518
38353,movie,Morel's Invention,1974,110,Sci-Fi,0.27189723364296486
199802,movie,The Last Man on Earth,2011,100,"Drama,Sci-Fi",0.2718921875912118
25854,movie,Battle in Outer Space,1959,90,"Action,Sci-Fi",0.2718215303223188
277344,movie,The Intergalactic Adventures of Max Cloud,2020,88,"Action,Comedy,Sci-Fi",0.2717056681942656
33558,movie,Latitude Zero,1969,89,"Action,Adventure,Sci-Fi",0.2716807718644153
93411,movie,Dogura magura,1988,109,"Horror,Mystery,Sci-Fi",0.2712337633958079
53213,movie,Urusei Yatsura 5: The Final Chapter,1988,85,"Animation,Comedy,Sci-Fi",0.2712066409135577
23757,movie,Invasion of the Saucer Men,1957,69,"Family,Horror,Sci-Fi",0.27103655971036905
274479,movie,Warning,2021,86,"Sci-Fi,Thriller",0.27097469810163655
163034,movie,Last Man Down,2021,87,"Action,Sci-Fi",0.27091916125623566
199298,movie,Storage 24,2012,87,"Horror,Sci-Fi",0.27055985408983835
110029,movie,Time Changer,2002,95,"Drama,Fantasy,Sci-Fi",0.2705560973817975
56011,movie,The Borrower,1991,92,"Comedy,Horror,Sci-Fi",0.2705057886350957
24340,movie,Attack of the Puppet People,1958,79,"Horror,Sci-Fi",0.2703918679339327
51881,movie,Superman IV: The Quest for Peace,1987,90,"Action,Adventure,Sci-Fi",0.2702057552809015
29731,movie,The Time Travelers,1964,84,Sci-Fi,0.27017167315777135
276908,movie,Settlers,2021,103,"Drama,Sci-Fi,Thriller",0.2698193317468825
81510,movie,Fortress 2: Re-Entry,2000,92,"Action,Sci-Fi",0.2696960045610352
220798,movie,Dr. Jekyll and Mr. Hyde,2017,83,"Horror,Sci-Fi",0.2695427197504816
26658,movie,The Wasp Woman,1959,63,"Horror,Sci-Fi",0.26940014672960994
46230,movie,Paradis pour tous,1982,110,"Comedy,Drama,Sci-Fi",0.26926471478063985
23439,movie,Attack of the Crab Monsters,1957,63,"Horror,Sci-Fi",0.26922322721909053
267747,movie,Abduction,2019,98,"Action,Horror,Sci-Fi",0.26904994376794517
226463,movie,Boy 7,2015,108,"Drama,Mystery,Sci-Fi",0.26901045829826514
253896,movie,Solis,2018,92,"Action,Adventure,Sci-Fi",0.2688120413040656
167424,movie,Ghost from the Machine,2010,86,"Horror,Sci-Fi",0.2685758097410526
179823,movie,Captain Nova,2021,86,"Adventure,Family,Sci-Fi",0.26851174899494734
58421,movie,The Cat,1992,89,"Action,Horror,Sci-Fi",0.26846145619367473
31804,movie,It!,1967,96,"Horror,Sci-Fi",0.2684029557912837
97827,movie,Another Heaven,2000,132,"Crime,Horror,Sci-Fi",0.2680553196727339
3857,movie,The Mysterious Island,1929,95,"Adventure,Romance,Sci-Fi",0.26800158777417876
137610,movie,Trail of the Screaming Forehead,2007,88,"Comedy,Sci-Fi",0.2678602251813649
182889,movie,Astronaut: The Last Push,2012,85,"Drama,Sci-Fi",0.2678098090740264
64360,movie,Tykho Moon,1996,102,Sci-Fi,0.26777066416467116
45679,movie,Burst City,1982,115,"Action,Music,Sci-Fi",0.26771490223364064
190002,movie,4:44 Last Day on Earth,2011,82,"Drama,Fantasy,Sci-Fi",0.2677021261157557
227306,movie,Everything Beautiful Is Far Away,2017,91,"Fantasy,Sci-Fi",0.2676834015035492
76178,movie,Crusher Joe: The Movie,1983,132,"Action,Animation,Sci-Fi",0.2675545920311004
188513,movie,Wo zhi nv ren xin,2011,116,"Comedy,Romance,Sci-Fi",0.267395103195877
21894,movie,Creature with the Atom Brain,1955,69,"Crime,Horror,Sci-Fi",0.267395103195877
190174,movie,The Arrival of Wang,2011,80,"Mystery,Sci-Fi,Thriller",0.26726915864829276
259763,movie,The Long Walk,2019,116,"Drama,Mystery,Sci-Fi",0.26722976709923674
79317,movie,The Barrier,1979,148,"Drama,Sci-Fi",0.2671753857560113
273583,movie,Attack of the Unknown,2020,103,"Action,Horror,Sci-Fi",0.2671277495762324
182828,movie,"Snow, Tea and Love",2021,115,"Comedy,Sci-Fi",0.2671167036205666
174286,movie,Dark Planet: Rebellion,2009,105,"Action,Adventure,Sci-Fi",0.26710038293746347
187709,movie,Karate-Robo Zaborgar,2011,114,"Action,Sci-Fi",0.26707571519689854
190217,movie,Piranha 3DD,2012,83,"Comedy,Horror,Sci-Fi",0.26689318234743326
25400,movie,First Man Into Space,1959,77,"Drama,Horror,Sci-Fi",0.2667342946392808
239273,movie,Domain,2016,97,"Drama,Sci-Fi,Thriller",0.26670868104936774
148076,movie,The Halt,2019,279,"Drama,Sci-Fi",0.266613046004813
68267,movie,Neon Maniacs,1986,91,"Horror,Sci-Fi,Thriller",0.26651230238250495
202583,movie,Cabin Fever 3: Patient Zero,2014,91,"Horror,Sci-Fi",0.2664570571019353
174660,movie,Hardwired,2009,94,"Action,Sci-Fi",0.2663445004626113
82560,movie,The Man Who Saved the World,1982,91,"Action,Adventure,Sci-Fi",0.26632464011848267
31216,movie,Queen of Blood,1966,78,"Horror,Sci-Fi",0.26627169634623166
218288,movie,Lake Eerie,2016,104,"Horror,Sci-Fi,Thriller",0.2662522115253949
269942,movie,Twisted Pair,2018,89,"Drama,Fantasy,Sci-Fi",0.2661251562012885
154849,movie,Hollywood,2003,130,"Comedy,Sci-Fi",0.2661239038758271
33506,movie,The Green Slime,1968,90,"Drama,Horror,Sci-Fi",0.2660893216963992
268592,movie,Zayed 9,2021,90,"Action,Mystery,Sci-Fi",0.26608755466925327
226719,movie,Containment,2015,77,"Horror,Sci-Fi,Thriller",0.26600770385679556
172772,movie,Stabiliti,2022,116,"Action,Crime,Sci-Fi",0.2660042560471415
217966,movie,Higher Power,2018,93,"Action,Adventure,Sci-Fi",0.265884071811577
182455,movie,Zebraman 2: Attack on Zebra City,2010,106,"Action,Sci-Fi",0.26570048203689894
266506,movie,Out of Time,2021,92,"Action,Drama,Sci-Fi",0.2656844065349461
143873,movie,Technocalyps,2006,156,"Documentary,Sci-Fi",0.26566837885284955
24636,movie,How to Make a Monster,1958,73,"Horror,Sci-Fi",0.26547612678372534
265450,movie,All the Gods in the Sky,2018,110,"Drama,Horror,Sci-Fi",0.26541142229874676
26004,movie,Beyond the Time Barrier,1960,74,"Romance,Sci-Fi",0.2653385310570207
85150,movie,Rebirth of Mothra III,1998,99,"Adventure,Fantasy,Sci-Fi",0.265325054043375
120572,movie,Decoys,2004,95,"Horror,Sci-Fi",0.26515307934543964
21654,movie,Target Earth,1954,75,"Horror,Sci-Fi",0.26490485228248384
85643,movie,Omicron,1963,102,"Comedy,Sci-Fi",0.2647124742993021
249377,movie,RiffTrax Live: Time Chasers,2016,106,Sci-Fi,0.26469462369472585
188384,movie,Madonna's Pig,2011,109,"Fantasy,Romance,Sci-Fi",0.2645840834304862
24375,movie,Blood of the Vampire,1958,87,"Horror,Sci-Fi",0.26447823316591906
210811,movie,Moon Man,2012,95,"Animation,Sci-Fi",0.2644283252954509
37372,movie,Horror Hospital,1973,90,"Comedy,Horror,Sci-Fi",0.2644226931542004
54079,movie,Moontrap,1988,92,"Horror,Sci-Fi",0.2644114510767836
187455,movie,Mars and April,2012,90,"Drama,Fantasy,Sci-Fi",0.26426992847636754
165433,movie,The Past Tense,2018,65,"Comedy,Sci-Fi",0.264255044218152
160052,movie,Freakdog,2008,82,"Fantasy,Horror,Sci-Fi",0.26420005335295393
121888,movie,Filmatron,2007,92,Sci-Fi,0.26404014310786467
7574,movie,The Phantom Empire,1935,245,"Family,Sci-Fi,Western",0.2639522896178378
229133,movie,The Hive,2014,93,"Horror,Sci-Fi,Thriller",0.2638071601406088
25272,movie,The Brain That Wouldn't Die,1962,82,"Horror,Sci-Fi",0.2636771746621502
29186,movie,The Castle of the Living Dead,1964,91,"Horror,Sci-Fi,Thriller",0.26357152304198134
256238,movie,Prisoners of the Ghostland,2021,103,"Action,Fantasy,Sci-Fi",0.2635656128025699
225057,movie,Violentia,2018,85,"Drama,Sci-Fi",0.2634828670096779
51417,movie,King Lear,1987,90,"Comedy,Drama,Sci-Fi",0.2634402150081824
48170,movie,Mutant,1984,99,"Horror,Sci-Fi,Thriller",0.26342227231818854
37394,movie,Invasion of the Bee Girls,1973,86,"Horror,Sci-Fi",0.2634177784680103
120620,movie,Silver Hawk,2004,99,"Action,Adventure,Sci-Fi",0.26326649983243827
90751,movie,Barren Illusions,1999,95,"Drama,Romance,Sci-Fi",0.2632287232652285
277303,movie,3022,2019,91,Sci-Fi,0.2629780476712744
274436,movie,Foxtrot Six,2019,114,"Action,Drama,Sci-Fi",0.26294836493086204
149961,movie,Deathwell,2020,79,"Crime,Drama,Sci-Fi",0.26286703716303267
115785,movie,Resurrection of the Little Match Girl,2002,123,"Action,Comedy,Sci-Fi",0.26272113262807856
276368,movie,What Lies Below,2020,87,"Horror,Mystery,Sci-Fi",0.2627040120948822
206248,movie,Outpost: Rise of the Spetsnaz,2013,87,"Action,Horror,Sci-Fi",0.2624767005511949
233896,movie,ANI: A Parody,2014,122,"Comedy,Musical,Sci-Fi",0.26244243824901486
36344,movie,Frogs,1972,91,"Horror,Mystery,Sci-Fi",0.2624358409037406
241635,movie,The Worthy,2016,99,"Action,Sci-Fi,Thriller",0.26233183711761665
147404,movie,The Ideon: Be Invoked,1982,98,"Animation,Sci-Fi",0.2622585375756393
227866,movie,Let's Be Evil,2016,82,"Horror,Reality-TV,Sci-Fi",0.2622513802552011
55627,movie,The Spirit of '76,1990,82,"Comedy,Sci-Fi",0.26209984735865927
33973,movie,Stereo (Tile 3B of a CAEE Educational Mosaic),1969,65,Sci-Fi,0.2619835822611078
255116,movie,Spider-Man 2: Another World,2018,90,Sci-Fi,0.26197789990077697
97454,movie,The Unknown,2000,91,"Horror,Mystery,Sci-Fi",0.2618877626448744
27125,movie,Manster,1959,73,"Horror,Sci-Fi",0.2616728430525485
44531,movie,UFOria,1984,93,"Comedy,Sci-Fi",0.26161204893434453
241560,movie,Rogue Warrior: Robot Fighter,2016,101,"Action,Sci-Fi",0.2615710761119753
197316,movie,Another World,2014,99,"Action,Horror,Sci-Fi",0.2614639280291359
30029,movie,Dr. Goldfoot and the Bikini Machine,1965,88,"Comedy,Sci-Fi",0.261429111404667
81829,movie,The Adventures of Pluto Nash,2002,95,"Action,Comedy,Sci-Fi",0.2613584755653567
54117,movie,Moon Child,1989,118,"Fantasy,Sci-Fi",0.26126746207660434
50355,movie,Monster in the Closet,1987,90,"Comedy,Horror,Sci-Fi",0.2612577985845929
54055,movie,Meteo,1990,98,"Drama,Mystery,Sci-Fi",0.26123449076688715
21088,movie,The Bowery Boys Meet the Monsters,1954,65,"Comedy,Horror,Sci-Fi",0.26093747511938836
188087,movie,Helldriver,2010,117,"Horror,Sci-Fi",0.26084768019728033
194304,movie,Eternity,2012,78,"Mystery,Sci-Fi",0.260670228533842
225253,movie,The Lucky Man,2017,98,"Action,Drama,Sci-Fi",0.2604401714374585
33523,movie,Hello Down There,1969,88,"Comedy,Sci-Fi",0.2603990290315441
154013,movie,The Land of the Sons,2021,120,"Drama,Sci-Fi",0.26021995222300154
76947,movie,El supersabio,1948,103,"Comedy,Mystery,Sci-Fi",0.26013715488477085
274093,movie,Max Winslow and the House of Secrets,2019,98,"Family,Sci-Fi,Thriller",0.2601307653304889
251655,movie,Code Geass: Akito the Exiled Final - To Beloved Ones,2016,60,"Action,Animation,Sci-Fi",0.26010593989482017
262509,movie,Transference,2020,86,"Action,Mystery,Sci-Fi",0.26002127153409993
146309,movie,El Camino,2020,123,Sci-Fi,0.2598415686968688
61920,movie,Evolver,1995,91,"Action,Horror,Sci-Fi",0.2598196832154923
239569,movie,Curvature,2017,90,"Mystery,Sci-Fi,Thriller",0.2597576175052343
85548,movie,The Model Couple,1977,101,"Comedy,Sci-Fi",0.25972022274630163
25633,movie,The Ship of Monsters,1960,81,"Comedy,Horror,Sci-Fi",0.25961453899962983
50827,movie,Zone Troopers,1985,86,"Action,Adventure,Sci-Fi",0.2595222664354618
37539,movie,The Freakmaker,1974,92,"Horror,Sci-Fi",0.25950811910551724
167198,movie,Growth,2010,90,"Horror,Sci-Fi",0.2594260750064143
265160,movie,Addio fottuti musi verdi,2017,93,"Action,Comedy,Sci-Fi",0.2592554758632938
263104,movie,Meteors,2017,84,"Drama,Mystery,Sci-Fi",0.2592303300401496
55575,movie,Shakma,1990,100,"Horror,Sci-Fi,Thriller",0.2592153604852431
52837,movie,Not of This Earth,1988,81,"Comedy,Horror,Sci-Fi",0.259203198401862
28224,movie,The Three Stooges in Orbit,1962,90,"Comedy,Family,Sci-Fi",0.2591925982283897
264296,movie,Transference,2017,\N,"Sci-Fi,Thriller",0.2591080027562673
27033,movie,The Return of Dr. Mabuse,1961,89,"Crime,Mystery,Sci-Fi",0.25909305062672405
233353,movie,Nobunaga Concerto: The Movie,2016,126,"Adventure,Comedy,Sci-Fi",0.2590377491722816
68784,movie,The End of the World,1916,77,"Drama,Sci-Fi",0.2587891651470617
196067,movie,The Reconstruction of William Zero,2014,98,"Drama,Mystery,Sci-Fi",0.25872461719714146
46006,movie,Human Highway,1982,88,"Comedy,Drama,Sci-Fi",0.2586830432739119
26173,movie,The Human Vapor,1960,92,"Crime,Sci-Fi,Thriller",0.2585434946454663
20400,movie,Four Sided Triangle,1953,81,"Romance,Sci-Fi",0.2585204406604965
22907,movie,It Conquered the World,1956,71,"Horror,Sci-Fi",0.25834710718284665
276146,movie,The Trouble with Being Born,2020,94,"Drama,Mystery,Sci-Fi",0.2582910014507931
