,titleType,primaryTitle,startYear,runtimeMinutes,genres,PolloRating
166412,movie,The Time Guardians,2020,93,Sci-Fi,0.10912853104485432
209050,movie,Twin Reflex,2014,97,"Mystery,Sci-Fi,Thriller",0.10912638562415673
199939,movie,Cassette,2010,75,Sci-Fi,0.10912638562415673
118858,movie,The Night Fisherman,2003,\N,"Mystery,Sci-Fi",0.10912638562415673
274832,movie,Alimuom,2018,83,"Action,Drama,Sci-Fi",0.10912638562415673
178629,movie,The Day Today,2021,67,"Drama,Sci-Fi",0.10899202013944172
192658,movie,"Earth and Space Peace, Moona History 1",2010,73,"Action,Adventure,Sci-Fi",0.10899202013944172
2385,movie,Madrid en el año 2000,1925,\N,Sci-Fi,0.10899202013944172
225830,movie,He lepäävät Pohjoisessa,2013,88,"Adventure,Drama,Sci-Fi",0.10899202013944172
217508,movie,Wisp,2013,76,"Horror,Sci-Fi,Thriller",0.10896581461841556
94232,movie,The Ship That Was Sent Off to Mars,1921,\N,Sci-Fi,0.10887533101105248
7889,movie,Blind Man's Bluff,1936,72,"Drama,Sci-Fi",0.10887533101105248
130567,movie,Studio 666,2005,76,"Horror,Music,Sci-Fi",0.10887361341177527
272980,movie,Ava,2020,99,"Sci-Fi,Thriller",0.10884997331317832
212120,movie,Endtime,2014,80,"Drama,Sci-Fi",0.10882391753109937
166701,movie,Dagger Kiss: Enchanted Forest,2020,80,"Fantasy,Sci-Fi",0.10882391753109937
169197,movie,Out of the Fog,2009,86,"Fantasy,Mystery,Sci-Fi",0.10882391753109937
6653,movie,Princess Kaguya,1935,75,"Drama,Fantasy,Sci-Fi",0.10877298747189171
200620,movie,The V: Sacrifice of the Constellations,2011,144,"Adventure,Drama,Sci-Fi",0.10877298747189171
180795,movie,The Parchene Conspiracy,2009,90,Sci-Fi,0.10877298747189171
63603,movie,Hungry for You,1996,92,"Sci-Fi,Thriller",0.10875694615195083
242351,movie,Brute Sanity,2017,82,"Sci-Fi,Thriller",0.1085578974596004
276418,movie,Jack N Jill,2022,125,"Comedy,Sci-Fi,Thriller",0.10854624413751694
52818,movie,The New Gladiators,1988,\N,"Action,Adventure,Sci-Fi",0.10852542284551053
127995,movie,Crash Test,2004,81,"Sci-Fi,Thriller",0.10852542284551053
272672,movie,How to Get from Here to There,2019,80,"Drama,Sci-Fi",0.10836324649362036
151481,movie,Ben David: Broken Sky,2007,90,"Action,Sci-Fi",0.10832050596709653
237063,movie,When the Sky Falls,2015,84,"Drama,Sci-Fi",0.10831634607286544
164044,movie,Willows Way,2008,82,"Sci-Fi,Thriller",0.10829014312275188
240230,movie,After the Outbreak,2017,80,"Horror,Sci-Fi",0.10827991828025779
220378,movie,The Deathday Party,2014,82,"Horror,Sci-Fi,Thriller",0.10826603263383743
221584,movie,The Sector,2016,86,Sci-Fi,0.10825196952753295
187537,movie,Resurrection - Dogum,2021,72,"Sci-Fi,Thriller",0.1082295210262897
251145,movie,V-Force: New Dawn of V.I.C.T.O.R.Y.,2017,105,"Action,Adventure,Sci-Fi",0.10817446725185298
251371,movie,Soft Matter,2018,72,"Comedy,Horror,Sci-Fi",0.10815894778478428
187610,movie,The Oatmeal Man,2014,81,"Comedy,Horror,Sci-Fi",0.10811954616761099
254357,movie,The God of Death,2017,110,"Action,Horror,Sci-Fi",0.1081097934692891
217012,movie,The Girl,2016,79,"Sci-Fi,Thriller",0.10809298697861194
206622,movie,The Astronomer,2012,118,Sci-Fi,0.10803206510849737
273458,movie,Jurassic Galaxy,2018,74,"Action,Adventure,Sci-Fi",0.10801844892929098
270143,movie,The Chair to Everywhere,2019,83,"Drama,Sci-Fi",0.10793675057130203
169955,movie,Sender,2020,110,Sci-Fi,0.10781932220465604
69142,movie,The Parasite,1997,80,"Horror,Sci-Fi,Thriller",0.10781932220465604
36200,movie,The Cremators,1972,75,"Horror,Sci-Fi",0.1078134723627981
253366,movie,Nina of the Woods,2020,91,"Adventure,Sci-Fi,Thriller",0.1077917957484087
67981,movie,Blake of Scotland Yard,1937,73,"Crime,Sci-Fi",0.10769669841337916
231797,movie,Ghost Source Zero,2017,95,Sci-Fi,0.10768013888900337
76884,movie,Cuestión de tiempo,1988,\N,Sci-Fi,0.10767282177330385
224567,movie,The Third Wave,2014,\N,"Action,Mystery,Sci-Fi",0.10767282177330385
274522,movie,Armored Trooper VOTOMS: Case;Irvine,2010,\N,"Action,Animation,Sci-Fi",0.10767282177330385
86628,movie,The Eleventh Hour Guest,1945,\N,"Drama,Sci-Fi",0.10767282177330385
150105,movie,Iqro: My Universe,2019,101,"Drama,Family,Sci-Fi",0.10767282177330385
210397,movie,The Hands of a Madman,2000,88,"Mystery,Sci-Fi",0.10766797047561012
126901,movie,Wooly Booly 2: Ang titser kong alien,1990,96,"Comedy,Sci-Fi",0.10766797047561012
189042,movie,The Invisible Atomic Monsters from Mars,2010,75,"Drama,Horror,Sci-Fi",0.10764958518709003
72581,movie,Prison Planet 2: The Armageddon,1994,\N,"Action,Comedy,Sci-Fi",0.10762977614345363
113153,movie,Daikaijû Tôkyô ni arawaru,1998,102,"Comedy,Sci-Fi",0.10762977614345363
268017,movie,Reign of Chaos,2022,77,"Action,Sci-Fi",0.10759887738156622
206202,movie,Zona Invadida,2014,90,"Drama,Sci-Fi,Thriller",0.10758390300415495
30276,movie,Monster a Go-Go,1965,68,"Horror,Sci-Fi",0.1075729888047796
238320,movie,Sankofa,2014,77,Sci-Fi,0.10756743725809736
206220,movie,Redshift,2013,116,"Drama,Sci-Fi,Thriller",0.10756743725809736
232362,movie,Real Blood: The True Beginning,2015,89,"Action,Sci-Fi",0.10756743725809736
222744,movie,Reconnect,2015,98,"Drama,Sci-Fi",0.10756743725809736
202507,movie,The Parasite Doctor Suzune: Evolution,2011,72,"Sci-Fi,Thriller",0.10751578723702078
221963,movie,Linko,2014,70,"Adventure,Drama,Sci-Fi",0.10749664505453423
229572,movie,Yesterday Last Year,2017,76,"Drama,Sci-Fi",0.10749664505453423
129064,movie,Un marciano llamado deseo,2003,80,Sci-Fi,0.10747849274435753
33557,movie,Az idö ablakai,1969,\N,Sci-Fi,0.10741955478812258
88060,movie,Los invisibles,1963,\N,"Comedy,Sci-Fi",0.10741955478812258
242175,movie,iGirlfriend,2016,85,"Comedy,Sci-Fi,Thriller",0.10741955478812258
209226,movie,Animen: The Galactic Battle,2012,86,"Adventure,Animation,Sci-Fi",0.10739705597553313
235890,movie,Three Worlds,2018,88,"Drama,Sci-Fi",0.1073698047284678
232918,movie,Infestation,2020,78,Sci-Fi,0.10721669196728638
196450,movie,The Fourth Reich,2011,85,Sci-Fi,0.10720526571092627
114465,movie,Eunhaeseo on Byeolddong wangja je3tan: Eunha yeolcha,1988,95,"Action,Family,Sci-Fi",0.10720526571092627
253830,movie,Fallen Angels,2016,\N,"Sci-Fi,Thriller",0.10720526571092627
24135,movie,El superflaco,1959,80,"Comedy,Sci-Fi",0.10720526571092627
217004,movie,Alan Smithee's Frankenstein,2012,50,"Horror,Sci-Fi",0.10714951004693808
162941,movie,Manny,2020,71,Sci-Fi,0.10710826566586847
241673,movie,The Uninvited Guest,2015,73,"Comedy,Drama,Sci-Fi",0.10710826566586847
184604,movie,Zeria,2021,61,"Animation,Sci-Fi",0.10710826566586847
109554,movie,Narcosys,2000,85,"Action,Sci-Fi",0.10710826566586847
160437,movie,Anak ng kidlat,1959,\N,"Action,Sci-Fi",0.10710826566586847
224276,movie,Retrieval,2013,106,"Action,Sci-Fi,Thriller",0.10710826566586847
204654,movie,Sons of Steel - directors cut,2010,91,"Fantasy,Musical,Sci-Fi",0.10710826566586847
161838,movie,Circuit,2009,76,"Comedy,Drama,Sci-Fi",0.1069981701315516
205847,movie,Koyakatsi,2014,\N,"Action,Sci-Fi",0.10699817013155159
274244,movie,Not Another Monster Movie,2019,\N,"Comedy,Sci-Fi",0.10699817013155159
27238,movie,Paradisio,1962,76,"Comedy,Sci-Fi,Thriller",0.10694797028709861
239672,movie,Abaddon,2021,96,"Action,Adventure,Sci-Fi",0.10694797028709861
54984,movie,Firehead,1991,88,"Action,Sci-Fi,Thriller",0.10694498141586128
227775,movie,Juarez 2045,2017,90,"Action,Adventure,Sci-Fi",0.10681980440460127
216650,movie,Endless Crime,2012,88,"Horror,Sci-Fi",0.10678649832604727
244729,movie,Rendezvous,2016,91,"Drama,Sci-Fi",0.10678649832604727
53609,movie,Deadly Reactor,1989,88,"Action,Sci-Fi,Western",0.10677712795669922
64902,movie,Future Fear,1997,77,"Action,Sci-Fi",0.10676781826544747
149764,movie,Wasteland,2011,80,"Action,Adventure,Sci-Fi",0.10668390995282775
58049,movie,Predchuvstviye,1992,89,"Drama,Sci-Fi",0.10665666548501156
179405,movie,Cicak-Man 2: Planet Hitam,2008,999,"Action,Comedy,Sci-Fi",0.1065931851806066
255742,movie,The Blue Hearts,2017,159,"Drama,Musical,Sci-Fi",0.10652781714349624
63906,movie,My Uncle the Alien,1996,91,"Family,Fantasy,Sci-Fi",0.10651475715348133
207220,movie,Alien Dawn,2012,86,"Action,Sci-Fi,Thriller",0.10645410284380291
174014,movie,Project Purgatory,2010,82,"Action,Horror,Sci-Fi",0.10628359681686006
171254,movie,Alien Invasion,2020,87,"Sci-Fi,Thriller",0.10627829779894965
174380,movie,Recon 2023: The Gauda Prime Conspiracy,2009,101,"Comedy,Sci-Fi",0.10612211942976592
153813,movie,Danger! Danger!,2021,76,"Action,Adventure,Sci-Fi",0.10611348959513242
167409,movie,Apocalypse of Ice,2020,89,"Adventure,Sci-Fi",0.1061111426227983
118622,movie,Alamid: Ang alamat,1998,95,"Action,Fantasy,Sci-Fi",0.10600848889203797
169902,movie,Alien Invasion,2018,\N,Sci-Fi,0.10599043393309597
212638,movie,The Dead Experiment,2013,74,"Drama,Sci-Fi",0.10599043393309597
54913,movie,Dragonfight,1990,83,"Fantasy,Sci-Fi",0.10598800828424912
145385,movie,Stratagem,2008,89,"Action,Adventure,Sci-Fi",0.10593139030664867
159686,movie,Galis: Connect,2016,96,"Comedy,Sci-Fi",0.10593139030664867
274923,movie,Final Frequency,2021,91,"Action,Drama,Sci-Fi",0.1059220213380865
196192,movie,VigasioSexploitation Vol.1,2010,50,"Horror,Sci-Fi",0.10591338361227218
205729,movie,2012 Countdown,2012,97,"Comedy,Mystery,Sci-Fi",0.10588177866416064
134632,movie,Moebius 17,2005,\N,Sci-Fi,0.10588177866416064
266936,movie,Exodus,2021,75,Sci-Fi,0.10567287112266358
79437,movie,The Love Robots,1966,72,"Crime,Sci-Fi",0.10567287112266358
256457,movie,Rewind,2017,79,"Drama,Sci-Fi,Thriller",0.10565607435029206
258753,movie,Kecksburg,2019,87,"Horror,Sci-Fi",0.10562122840038714
158880,movie,Arkki,2019,107,Sci-Fi,0.10562065086495363
47195,movie,Tunka el guerrero,1984,\N,"Action,Adventure,Sci-Fi",0.10559836384608758
155408,movie,Elixir,2007,88,"Comedy,Sci-Fi",0.10559029947192591
186815,movie,Into the Game,2011,90,"Comedy,Sci-Fi",0.10559029947192591
185743,movie,The Last Zombi Hunter,2010,75,"Action,Horror,Sci-Fi",0.10559029947192591
185611,movie,The Defiled,2010,100,"Drama,Horror,Sci-Fi",0.10558812976138768
65231,movie,Morella,1999,88,"Sci-Fi,Thriller",0.1055434336632921
155250,movie,Big Freaking Rat,2020,85,"Comedy,Horror,Sci-Fi",0.10553949296894023
147485,movie,The Marked,2020,\N,"Drama,Sci-Fi",0.10553949296894022
123175,movie,Jetblast,2002,86,"Action,Sci-Fi",0.10552603262198448
223228,movie,Islands,2013,124,"Drama,Romance,Sci-Fi",0.10552603262198448
219889,movie,Nukenin,2009,\N,"Action,Adventure,Sci-Fi",0.10550134845262041
74561,movie,Superlady,1977,55,"Adult,Sci-Fi",0.10550134845262041
175180,movie,Infest Wisely,2007,86,Sci-Fi,0.10541851128241085
160039,movie,The Palmer Supremacy,2014,101,Sci-Fi,0.10539713669121696
221265,movie,Altered Perception,2017,79,"Fantasy,Mystery,Sci-Fi",0.10535684758194498
124428,movie,The Brother from Space,1988,90,Sci-Fi,0.10523245294172631
101327,movie,Prátelé Bermudského trojúhelníku,1987,101,"Comedy,Mystery,Sci-Fi",0.10512485206397923
227584,movie,The Rare Earth,2015,105,"Fantasy,Sci-Fi",0.10512485206397923
132658,movie,Kass kukub käppadele,1999,85,"Adventure,Sci-Fi,Thriller",0.10512485206397923
174569,movie,The Rejected,2018,60,Sci-Fi,0.10512405716158714
220249,movie,"Go, Stop, Murder",2013,100,"Drama,Fantasy,Sci-Fi",0.10512100925205067
262596,movie,Night Zero,2018,81,"Horror,Sci-Fi,Thriller",0.10506781273246422
118313,movie,Secret War,2003,80,"Action,Adventure,Sci-Fi",0.10504437245286645
104084,movie,Superbabies: Baby Geniuses 2,2004,88,"Comedy,Family,Sci-Fi",0.10502865248415329
203679,movie,Bigfoot's Wild Weekend,2012,85,Sci-Fi,0.10498297218420292
62738,movie,Die Sturzflieger,1995,117,"Comedy,Sci-Fi",0.10490534030313464
110369,movie,Armageddon: The Final Challenge,1994,85,Sci-Fi,0.10489620984401307
190298,movie,Hamesima X,2010,91,"Drama,Sci-Fi,Thriller",0.10487684346449622
112851,movie,Ariel,1992,80,Sci-Fi,0.10487093659024209
40942,movie,Battle of the Stars,1978,96,Sci-Fi,0.10486541453037859
101796,movie,Rock and the Alien,1988,82,Sci-Fi,0.10483873119833303
136114,movie,La dernière incarnation,2005,92,"Comedy,Horror,Sci-Fi",0.10483873119833303
172824,movie,Space Girls in Beverly Hills,2009,94,Sci-Fi,0.10474081034987315
109391,movie,Altered Species,2001,91,"Horror,Sci-Fi,Thriller",0.10470818055405814
104497,movie,Mysterious Planet,1982,71,"Adventure,Sci-Fi",0.10470386739086927
219012,movie,Last Son,2013,52,"Action,Drama,Sci-Fi",0.10467141043597539
65508,movie,Spacejacked,1997,89,"Action,Sci-Fi",0.10467141043597539
126098,movie,Dark Heaven,2002,87,"Fantasy,Horror,Sci-Fi",0.10467141043597539
214156,movie,Starship: Apocalypse,2014,86,"Action,Sci-Fi",0.10465788997749804
235776,movie,The Other Side of the Lake the Purple Girl: Episode IV-the New Visitor,2015,120,"Documentary,Sci-Fi",0.10463838224144169
65054,movie,The Journey: Absolution,1997,94,Sci-Fi,0.10463838224144169
193790,movie,Paramnesia,2011,85,"Action,Mystery,Sci-Fi",0.10462301441129213
257133,movie,Genesis,2016,72,"Horror,Sci-Fi",0.10460718203367894
166253,movie,Unidentified Objects,2022,95,"Comedy,Drama,Sci-Fi",0.10460718203367894
52070,movie,Zhao hua xi shi,1987,91,"Romance,Sci-Fi",0.10450753615856982
61484,movie,Ymadawiad Arthur,1994,\N,"Comedy,Sci-Fi",0.10450753615856982
108671,movie,Terra incognita,1994,115,"Drama,Sci-Fi",0.10450753615856982
146201,movie,Superwizja,1993,83,Sci-Fi,0.10450753615856982
94291,movie,Dangerous Stories,1989,105,"Horror,Sci-Fi",0.10450753615856982
184281,movie,15 Till Midnight,2010,97,"Drama,Mystery,Sci-Fi",0.1044479051416917
264214,movie,Arrows of Time,2017,\N,Sci-Fi,0.10432639534860758
24792,movie,Missile Monsters,1958,75,Sci-Fi,0.10432639534860758
218593,movie,Enemy Empire,2013,97,"Adventure,Fantasy,Sci-Fi",0.10431464104684714
191108,movie,A Break in the Clouds,2010,98,"Action,Sci-Fi,Thriller",0.1043080460928881
193120,movie,Nicodemus,2012,91,"Drama,Horror,Sci-Fi",0.1043080460928881
223243,movie,Blood Is Sex,1982,50,"Sci-Fi,Thriller",0.10419481013768721
262214,movie,Instalado,2017,104,Sci-Fi,0.10418242881230022
169586,movie,Echoes,2021,88,"Drama,Sci-Fi",0.10413303606403879
276644,movie,Evrensel Döngü: Zamansal Yolculuk,2019,\N,"Drama,Mystery,Sci-Fi",0.10413303606403879
208212,movie,In Carcosa,2012,88,"Drama,Fantasy,Sci-Fi",0.10413303606403879
255880,movie,Antaries,2019,45,Sci-Fi,0.10413303606403879
64518,movie,Airboss II: Preemptive Strike,1998,88,"Action,Adventure,Sci-Fi",0.10408909004074034
205702,movie,The Collective,2011,110,"Horror,Sci-Fi,Thriller",0.10390255519703087
169773,movie,Wesens,2020,90,"Mystery,Sci-Fi",0.10390255519703087
273964,movie,Avengers: Reassembled,2018,52,Sci-Fi,0.10390255519703087
105062,movie,Savage Season,2001,\N,"Adventure,Sci-Fi",0.10377805382597055
11326,movie,A Macabre Legacy,1940,83,"Horror,Mystery,Sci-Fi",0.10377805382597055
22118,movie,King Dinosaur,1955,63,"Adventure,Sci-Fi",0.10376853437823964
151793,movie,Anamnesis,2006,129,"Sci-Fi,Thriller",0.1037159661018735
213195,movie,Quarantine L.A.,2013,75,"Horror,Sci-Fi",0.10369828259305132
73498,movie,Allied Forces,1999,\N,Sci-Fi,0.10367590827532397
123867,movie,Traveller: Red,2006,50,Sci-Fi,0.10366256351349411
203359,movie,Capitan Basilico 2 - I Fantastici 4+4,2011,133,"Comedy,Fantasy,Sci-Fi",0.10366256351349411
231490,movie,God Tongue: Kiss gaman senshuken The Movie 2 Psychic Love,2014,\N,"Comedy,Sci-Fi",0.10366256351349411
126987,movie,Hello Earthlings!,2004,87,Sci-Fi,0.10363175685389539
214657,movie,Battle at Beaver Creek,2014,82,"Action,Sci-Fi,War",0.10363175685389539
126914,movie,De apparatspott,1999,98,Sci-Fi,0.10363175685389539
171927,movie,Splendid Isolation,2022,80,"Drama,Romance,Sci-Fi",0.10363175685389539
278364,movie,Rogue Cell,2019,76,"Action,Drama,Sci-Fi",0.10358314767712352
223842,movie,Space Clown,2016,70,"Comedy,Horror,Sci-Fi",0.10355085268918537
71068,movie,Cybernator,1991,85,"Action,Sci-Fi",0.10346642655959534
132730,movie,Rubicon,2004,82,"Animation,Sci-Fi",0.10344016788266501
196011,movie,Robot Taekwon V 3tan! Sujung teukgongdae,1977,58,"Action,Animation,Sci-Fi",0.10344016788266501
81532,movie,L'inceneritore,1984,90,"Mystery,Sci-Fi",0.10344016788266501
118932,movie,Death Ray on Coral Island,1980,\N,"Sci-Fi,Thriller",0.10344016788266501
173446,movie,God Raiga vs King Ohga,2021,84,Sci-Fi,0.10343764438027397
69471,movie,Split,2004,700,"Action,Crime,Sci-Fi",0.10328054688398874
172778,movie,Algeny: the Genetic Factor,2007,96,"Sci-Fi,Thriller",0.1032438483725498
101964,movie,Karla contra los jaguares,1974,\N,"Action,Adventure,Sci-Fi",0.1032438483725498
225784,movie,Ebn-e-Batuta,2014,125,Sci-Fi,0.1032438483725498
135016,movie,Governmentia,2005,\N,Sci-Fi,0.10306358045488159
172690,movie,Bigfoot vs Megalodon,2021,71,"Adventure,Comedy,Sci-Fi",0.10298826909131334
31416,movie,The Wild World of Batwoman,1966,70,"Comedy,Music,Sci-Fi",0.10293883615618421
126311,movie,Ölüm saçan dudaklar,1965,58,"Adventure,Sci-Fi",0.10289059215991919
231036,movie,Into the Void,2019,\N,"Adventure,Sci-Fi",0.10289059215991919
120052,movie,Zero Prospect,2003,47,Sci-Fi,0.10267407061192822
128410,movie,Borrowing Time,2004,110,"Adventure,Animation,Sci-Fi",0.10267407061192822
133702,movie,2010: A Kitchen Odyssey,2005,\N,"Comedy,Sci-Fi,Thriller",0.10267407061192822
135078,movie,The Can,1994,70,Sci-Fi,0.10262565825268023
253205,movie,Yesterday's Girl,2018,89,"Action,Drama,Sci-Fi",0.10261147062817953
77171,movie,Oss,1976,86,"Drama,Sci-Fi",0.10259113362088901
75627,movie,Gemini Encounters,1995,92,Sci-Fi,0.10254561459661286
170167,movie,Wake-Up Callz,2008,93,"Adventure,Fantasy,Sci-Fi",0.10254561459661286
27466,movie,Un Martien à Paris,1961,87,"Comedy,Sci-Fi",0.10254561459661286
140612,movie,Confinement,2005,104,"Action,Sci-Fi",0.10254561459661286
198918,movie,Space Transformer,1985,63,"Action,Animation,Sci-Fi",0.1024832278790158
259710,movie,The Invasion of Kelly,2017,\N,Sci-Fi,0.10245822996872576
165853,movie,Warriors of the Apocalypse,2009,88,"Action,Sci-Fi,Thriller",0.10241960780011501
179937,movie,The Last Dudes on Earth,2005,90,"Comedy,Sci-Fi",0.10227907777207727
112708,movie,Alien Thunder Dragon 2,1988,80,"Action,Family,Sci-Fi",0.10227907777207727
112709,movie,Alien Thunder Dragon,1987,78,"Action,Family,Sci-Fi",0.10227907777207727
72035,movie,Prison Planet,1992,90,"Action,Sci-Fi",0.10208206297823064
190431,movie,Wendigo: Bound by Blood,2010,85,"Action,Horror,Sci-Fi",0.10204144489270928
278950,movie,The Connection,2021,86,Sci-Fi,0.10203369330698137
112174,movie,Korean National Flower,1995,152,"Action,Mystery,Sci-Fi",0.1019002001079423
223016,movie,Green Frankenstein,2013,57,Sci-Fi,0.10184500242537997
205038,movie,Stopwatch,2011,52,"Comedy,Romance,Sci-Fi",0.10184500242537997
133036,movie,Alien Incursion,2006,86,"Comedy,Horror,Sci-Fi",0.10177410963518263
273061,movie,Incident at Montauk,2019,60,"Horror,Mystery,Sci-Fi",0.10172385283773998
248230,movie,Black Petunia,2016,85,"Drama,Mystery,Sci-Fi",0.10166905267669614
111999,movie,Je3 sedae: Ulemae 6,1989,88,"Action,Family,Sci-Fi",0.10166493578161603
38092,movie,La casa,1976,105,"Drama,Sci-Fi",0.10166493578161603
168447,movie,Meteor Moon,2020,88,"Action,Sci-Fi",0.10161861539451092
169869,movie,3 Day Weekend,2009,\N,"Action,Horror,Sci-Fi",0.10152200917757989
157871,movie,Afuera del tiempo,2019,81,"Comedy,Sci-Fi",0.10136668749304888
203608,movie,Shelf Life,2011,53,"Horror,Sci-Fi",0.10136668749304886
204435,movie,Human Core,2011,\N,"Reality-TV,Sci-Fi",0.10136668749304886
139310,movie,An American Cyborg,2002,73,"Action,Crime,Sci-Fi",0.10133164379385984
173425,movie,Infection: The Invasion Begins,2011,95,"Horror,Sci-Fi,Thriller",0.10127119833978633
213352,movie,Starship: Rising,2014,91,"Action,Sci-Fi",0.10120495132700136
130578,movie,The Trio Stars,1991,\N,"Family,Sci-Fi",0.10115780646220911
149872,movie,Tremor Iê,2019,87,Sci-Fi,0.10115780646220911
207216,movie,Alien in the Park,2011,\N,"Comedy,Sci-Fi",0.10115780646220911
194113,movie,Virus,2011,\N,"Mystery,Sci-Fi,Thriller",0.10115780646220911
61051,movie,Replikator,1994,97,Sci-Fi,0.10107880513124862
265058,movie,Ellipse,2019,76,Sci-Fi,0.10100612053381952
235288,movie,Omega 3,2014,74,Sci-Fi,0.10100230884578397
123903,movie,Balawis,1996,\N,"Action,Sci-Fi,Thriller",0.10094327041247235
58733,movie,Chronos 5.0,1993,89,"Sci-Fi,Thriller",0.10094327041247235
191305,movie,Gol a Gol,2010,89,"Drama,Musical,Sci-Fi",0.10094327041247235
214744,movie,Territory 8,2013,96,"Drama,Sci-Fi,Thriller",0.10093994247907148
155971,movie,Santikhiri Sonata,2019,75,"Drama,History,Sci-Fi",0.10084060506528666
180832,movie,Space,2021,101,Sci-Fi,0.10084060506528666
198242,movie,Solar Adventure,1985,62,"Action,Animation,Sci-Fi",0.10083739012583798
69892,movie,Twister's Revenge!,1988,90,"Action,Comedy,Sci-Fi",0.10080890130719933
268038,movie,Messiah,2018,62,"Action,Horror,Sci-Fi",0.10072164979976429
244239,movie,The Doll,2017,81,"Fantasy,Horror,Sci-Fi",0.10071923036275325
215998,movie,Synapse,2021,92,"Drama,Sci-Fi,Thriller",0.10062986501656403
148107,movie,Adam's Package,2019,81,"Comedy,Sci-Fi",0.10058229021414654
44950,movie,Frankenstein Island,1981,97,"Horror,Sci-Fi",0.10049453534452385
256415,movie,World War Four,2019,86,"Action,Sci-Fi,Thriller",0.10048790611635522
210958,movie,The Chasing World 4,2012,75,"Horror,Mystery,Sci-Fi",0.10045284695178401
221987,movie,There,2015,103,"Drama,Sci-Fi,War",0.10045284695178401
234547,movie,Consumed Static Air,2015,80,Sci-Fi,0.10031133065153594
64963,movie,Hell's Belles,1995,91,"Comedy,Fantasy,Sci-Fi",0.10027485532585147
112844,movie,Anomaliya,1993,83,Sci-Fi,0.1002485494489423
60231,movie,Cyberteens in Love,1994,93,"Romance,Sci-Fi",0.10023456613081565
239446,movie,Programmed Series: Aznek,2019,\N,"Action,Mystery,Sci-Fi",0.1001272798566561
261643,movie,Transformed,2017,180,"Drama,Horror,Sci-Fi",0.1001272798566561
156281,movie,Mutants,2008,83,"Action,Horror,Sci-Fi",0.10007315922739632
134991,movie,Apparatspott - Dat mokt wie gistern,2008,108,Sci-Fi,0.10005824799686451
252048,movie,Star Wars: The Dark Reckoning,2017,45,Sci-Fi,0.10005824799686451
162071,movie,Erratum 2037,2017,77,Sci-Fi,0.09995881683342318
254699,movie,Futra Days,2022,99,"Drama,Romance,Sci-Fi",0.09995881683342318
81595,movie,Starcrypt,1996,\N,"Action,Mystery,Sci-Fi",0.099926359586157
77076,movie,Alien X Factor,1997,\N,Sci-Fi,0.09992025672345833
182141,movie,The Basement,2020,94,"Drama,Sci-Fi",0.09990115223239339
125655,movie,Power Corps.,2004,92,Sci-Fi,0.09983702075615379
175473,movie,Resident Evil: Childhood,2020,54,"Horror,Sci-Fi",0.09980215606029337
272837,movie,Revenge of the Sith Special Edition: Fan Film,2017,105,Sci-Fi,0.09980215606029337
121990,movie,Candy Von Dewd and the Girls from Latexploitia,2002,55,"Fantasy,Sci-Fi",0.09979365551011302
227136,movie,Revenge of the Lost,2017,100,"Drama,Horror,Sci-Fi",0.09979365551011302
223224,movie,Woman of the Ruins,2013,105,"Drama,History,Sci-Fi",0.09977269542780044
224542,movie,I's,2013,84,"Adventure,Drama,Sci-Fi",0.09977269542780044
198900,movie,The Recordist,1993,100,Sci-Fi,0.09977269542780044
230706,movie,Being,2019,85,"Drama,Sci-Fi",0.09976950021490508
99201,movie,Carnivore,2000,80,"Horror,Sci-Fi",0.09976781647412682
263817,movie,Star Trek II: Retribution,2012,197,"Animation,Sci-Fi",0.09974672944611385
71675,movie,King Monster,1976,87,"Adventure,Family,Sci-Fi",0.09974672944611385
254126,movie,The End of the Lonely Island,2017,61,"Drama,Sci-Fi",0.09974672944611385
112574,movie,Daeng Chilly and Sang Light,1990,85,"Action,Family,Sci-Fi",0.09974672944611385
102837,movie,Illegal Alien,1982,\N,"Comedy,Sci-Fi",0.09974672944611385
112972,movie,Kinnikuman: Ôabare! Seigi chôjin,1984,48,"Animation,Comedy,Sci-Fi",0.09974672944611385
192237,movie,Population: 2,2012,83,"Drama,Sci-Fi",0.09967554183989817
230929,movie,11:11,2015,60,"Drama,Music,Sci-Fi",0.09967019166129427
170556,movie,The Formulation of Rectangles,2009,69,"Comedy,Horror,Sci-Fi",0.09948952661354797
238996,movie,Star Trek: Captain Pike,2016,45,"Action,Adventure,Sci-Fi",0.0994581108333415
148252,movie,Cyber Bride,2019,90,Sci-Fi,0.09943951205863596
109709,movie,Pasaporte a la muerte,1968,85,"Action,Drama,Sci-Fi",0.09942596266726315
188948,movie,Andante,2010,101,"Drama,Mystery,Sci-Fi",0.09942596266726315
188637,movie,Enemy Mind,2010,86,Sci-Fi,0.09942596266726315
211870,movie,Yakshi Faithfully Yours,2012,90,"Horror,Romance,Sci-Fi",0.09931322621357822
251138,movie,Year Six,2014,56,Sci-Fi,0.09931322621357822
171777,movie,Another Us,2021,77,Sci-Fi,0.09928012658501885
126857,movie,Galaxy Hunter,2004,86,"Romance,Sci-Fi",0.0992682505715805
154080,movie,La Vagancia,2020,90,Sci-Fi,0.0992641674976506
25031,movie,The Super He-Man,1960,70,"Comedy,Fantasy,Sci-Fi",0.0992608825722645
135258,movie,Space Monster Wangmagwi,1967,80,Sci-Fi,0.0992608825722645
254143,movie,Alice and the Last Lottery,2017,49,"Drama,Sci-Fi",0.0992608825722645
